Unnamed: 0,City,Price,Title,bedroom,ft
404,"20mintonashua,30min.tomanchestermilfor",2250,"pristine 55+ community built 11/2017, ss, granite,hardwd, c/a,  garage",2,1175
405,keene,1100,2 bedroom apt in downtown keene - avail. now,2,
406,"hartland,vt",850,"furnished loft apt, 1 bed, one bath",1,500
407,berlin,625,2 bedroom 3rd floor berlin $625,2,725
408,laconia,1050,"fantastic apt. fully furnished with everything, utilities included",1,
409,"mason10mintomaborder,closetohollis,brooklineamhers",2595,"""nice"" colonial-office/dining rm/fin. ll/ca/garage-pets allowed",3,2700
410,"dublin,n.h.",1300,"dublin, nh -- newly remodled 2 bedroom apt.",2,1324
411,walkingdistancetomanchester,1500,"updated single family ""pristine"", fenced yard, full dry basement",2,1200
412,sunapee,1500,"short term housing rental, winter/ski rental, dhmc",3,1532
413,northend-manchesternearpharmaceuticalcollege,1400,"updated 2nd fl apt, new kitchen-granite, ss, hardwood floors",3,900
414,$500,500,1 bedroom groveton,1,750
415,northmanchesternearpharmaceuticalcollege,1400,"updated 2nd fl apt, new kitchen-granite, ss, hardwood floors",3,900
416,"mason10mintomaborder,closetohollis,brooklineamhers",2595,"""nice"" colonial-office/dining rm/fin. ll/ca/garage-pets allowed",4,
417,walkingdistancetomanchester,1500,"updated single family ""pristine"", fenced yard, full dry basement",2,1200
418,glenwooddevelopment,5500,comfortable 1 bedroom ski rental near attitash,1,850
419,pembroke,995,1 b/r condo fully renovated,1,537
420,nan,2430,get free rent today ask about our leasing specials,2,988
421,kittery,1650,gorgeous 1 bedroom apartment,1,
422,somersworth,980,"403 high st""open house monday 11/12 9:30-10:30am",2,
423,concord,1600,exceptional cottage house for rent furnished,2,1200
424,manchester,1000,"176 auburn st""open house monday 11/12 9:30-10:30am",2,
425,manchester,1000,"176 auburn st""open house monday 11/12 9:30-10:30am",2,
426,littleton,800,log home apartment with amazing views,1,
427,littleton,825,log home apartment with amazing views,1,
428,nan,2226,"2 bedroom - plank flooring, granite countertops, carports available",2,1097
429,warnernh,1200,large 2 plus bedroom apartment for rent,2,
430,golfviewdrivemanchesternh,1550,greenview townhomes,2,1200
431,manchester,1475,"heat  hot water included, just in time for the cold",2,975
432,fletcherst,1200,nashua  three bedroom,3,
433,revere,2000,spacious 2 bedroom revere 2000.00 month,1300ft2,
434,manchester,1710,"regency place, premier 55+ apartments",2,1200
435,laconia,700,studio cottage available for year round rental,1,600
436,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
437,claremontnh,875,2 br apartment downtown claremont $205/week,2,810
438,sanford,1300,4 bedrooms for rent,4,
439,derry,1548,get out of the cold and into a nice warm home with heat  hot water included,2,
440,theretreatatunionpond,1353,minutes from cape cod - $500 off,2,945
441,nashua,1824,"save $300 renovated, 2 bed pet friendly, dog park",2,1030
442,nashua,1824,"save $300 renovated, 2 bed, pet friendly, dog park",2,1030
443,nashua,1504,"newly built save $300 1 bedroom, kitchen island, w/d in unit",1,730
444,nashua,1792,"save $300 2 bedroom, nashua pet friendly newly renovated",2,975
445,nashua,1786,save $300 pet friendly renovated 2 bedroom in nashua w/d in unit,2,1030
446,nashua,1504,$300 off move in 1bd available now kitchen island pet friendly,1,730
447,nashua,1825,"save $300 2 bed, 2 bath, renovated hiking trail dog park",2,1030
448,nashua,1792,"save $300 2 bedroom, 2 bath, renovated, pet friendly, available now",2,975
449,tilton,1100,apartment,3,1200
450,1850frontstmanchesternh,1850,"open house  saturday,  november 17  regency west    1:00- 3:00",2,1140
451,dover,1425,large 3 bedroom - clean and bright,3,
452,nan,2410,ask us about our limited time leasing specials,2,919
453,deerfield,950,utilities included - 1 bedroom apartment,1,
454,nashua,1795,lofts 34 is stuffed with amenities just for you,2,1098
455,213springbrookcircle,1675,portsmouth condo for rent,2,1152
456,"merrimac,ma",1625,"luxury 55+ active adult community- coming soon to merrimac, ma",1,889
457,nashua,1795,gather together in your cozy new home at historic lofts 34,2,1098
458,nan,1793,"2 bedroom - full-size washer and dryer in each home, granite counterto",2,949
459,berlin,675,3 bed room 1 bath 1 st floor,,
460,nashua,1000,"1 bedroom apartment for rent $1,000 a month",1,
461,laconia,1300,lake front home nov to june 15  $1300/mo+util,2,
462,121pleasantstreetlaconianh,1250,two bedroom two bathroom with garage,2,1400
463,portsmouth,1600,2 br w/parking portsmouth islington west end 1 mile to market square,2,1200
464,manchester,1850,"luxury, location, and convenience at lofts of mill west",2,1035
465,wolfeboro,1026,three bed 2.5 bathroom place,3,1936
466,manchester,1455,come home for the holidays heat  hot water included pet friendly,2,975
467,lebanon,1845,2 or 3 bedroom townhouse will be available this month - call now -,2,1020
468,"eastridgedrive,milfordnh",1689, brand new 2 bedroom - pet friendly,2,964
469,rindge,1500,3 bedroom house,3,1333
470,"eastridgedrive,milfordnh",2199, beautiful townhome: everything updated central air/heat,3,1885
471,"99mammothroad,hookettnh",1589, don't let this price get away microwave  dishwasher,2,1135
472,dover,1509,"granite counters, energy 🌟 rated, top floor/corner apt.",2,
473,nashua,1870,supreme residences for a modern lifestyle.,2,1098
474,nashua,1945,"life is better here, you'll fit right in at lofts 34",2,1211
475,nashua,1950,modern urban lofts - move in special,2,1233
476,"50sentinelcourt,manchesternh",1329, no security deposit required central air / washer  dryer,2,861
477,manchester,1145,a higher quality of living. come by and see us,1,600
478,447sprucestmanchesternh,995,generous size apartment,2,
479,"90powersstreet,milford",1189, you can't beat our price cat  dog friendly,1,650
480,durham,840,durham downtown unh 1 bedroom,1,
481,durham,1500,durham downtown unh 2 bedroom,2,
482,walpole,690,apply now for abenaki springs phase ii coming fall 2019,1,
483,walpole,860,walpole affordable 1  2-bedroom units apply today,2,
484,ashland,862,ashland affordable 2 bedroom garden style units apply today,2,
485,23boyntonroad,862,meredith affordable garden style apts.  townhouses apply today,2,
486,laconia,1255,be in your new home before the holidays-call apple ridge,2,984
487,manchester,1145,everything you need all in one place - unit 1,1,600
488,manchester,1145,live better at southside manor unit 3,1,600
489,"93weststreet,milford",1099, affordable 2 bedroom apartment...free heat  hot water,2,716
490,dover,1349,only one left all renovated one bedroom,1,
491,lebanon,2125,"at last, this is what you've been searching for.",3,1706
492,dover,1489,ready for immediate move in  1/2 month off move in,2,
493,"30hanoverstreet,manchesternh",1289, choose an opera block apartment luxury without the high price tag,1,840
494,115mammothrdmanchesternh,950,ready for move in,2,
495,"82thirdst,manchesternh",1429, red oak is a better value washer/dryer in apartment,3,1355
496,73mainst.berlin,425,$425 /mo. 1 bedroom apartment,1,900
497,rye,350,christmas rental,3,1100
498,lebanon,1845,quaint living at prospect hills,2,1020
499,lebanon,1845,complete modern living.,2,1020
500,laconia,2125,charm up your life at prospect hills.,2,1020
501,"20sentinelct.,manchesternh",1329,plan ahead avail. 12/12 - perfect place to rest your head,1,861
502,manchester,1145,your new home awaits you at southside manor,1,
503,manchester,1145,no carpets  fall move  renovated  rural area ,1,600
504,manchester,1145, renovated  cute  cozy  no carpets  granite counters  rural ,1,
505,"86unionstreet,manchesternh",1559, 2 br townhouse in a great location no security deposit,2,1200
506,lebanon,2125,home for the holidays.  prospect hills,3,1706
507,manchester,1405,two bedroom apartments available now,2,985
508,nashua,800,nicely maintained studio - all utilities + cable and internet included,1,
509,"64merrimackstreet,manchester",849, downtown location / free heat / elevator,273ft2,
510,729somervillestmanchesternh,1095,its big,,
511,634silverstmanchesternh,695,cheap 1 bedroom apt -- ready  waiting,1,
512,manchester,2145,"luxury, location, and convenience in manchester (unit 313)",3,1515
513,manchester,1400,2-3 bedroom in manchester near derryfield park,2,
514,manchester,1498,one bedroom with den,1,917
515,7railroadave.derrynh,1429, red oak has the best  valued apartments washer/dryer,2,910
516,hudson,1075,2br $1075 apartment,2,
517,"159riverrd,manchesternh",950,heat incld - modern apartment,1,
518,nan,2555,"oversized windows, washers  dryers in every apartment, java bar",2,1071
519,manchester,2600,"right around the corner, near everywhere you want to be. (unit 237)",2,1400
520,nashua,1485,"ready now large 2 br, view today",2,1050
521,52lindenstreet,1150,two bedroom - pet friendly - north end,2,
522,manchester,1200,2 bedroom 1 bath - manchester,2,1200
523,"22brookst,manchesternh",695,cute  affordable,1,
524,536centralstreet,1400,hands on landloard - large 3br apartment,3,1000
525,536centralstreet,1200,hands on landloard - large 2br apartment,2,675
526,downtownnashuanh,900,super nice,1,
527,nashuanh,780,1st floor small apartment,1,
528,nashuanh,695,convenient location,1,
529,nashua,1595,3br - modern 3bedroom duplex for rent,3,1200
530,"100sentinelct,manchesternh",1349,lovely 2 br apt... waiting for you to make it home - $750 off,2,853
531,penacook,1050,3rd floor 2 bed apartment,2,
532,145easternavemanchester,1259,corner unit for rent open saturday  sunday,2,733
533,"80easternave,manchesternh",1299,spend the holidays in your first floor apartment small dog friendly,2,833
534,"15hazelst,manchesternh",975,1br with a garage  north end,1,
535,"795-797mammothrd,manchesternh",925,heat  hw incld,1,
536,lebanon,2000,"patio/balcony, spacious closets, built in microwave, dog park",2,1000
537,nashua,1595,3br - modern 3bedroom duplex for rent,3,1200
538,northbrookroadmanchester,1375,fully renovated two bedroom apartment with carport,2,850
539,nashua,1595,3br - modern 3bedroom duplex for rent,3,1200
540,"1370frontstreet,manchester",1710,"regency place, premier 55+ apartments  river view",2,1200
541,"108wmainstreet,merrimac,ma",1849,don't miss out on a great opportunity reserve your new apartment now,2,1071
542,nan,1821,"2 bedroom - seasonal heated pool with sundeck, year-round bbq stations",2,933
543,concord,995,apartment available at 126 north state street,1,700
544,manchester,1810,"updated, spacious kitchen with historic mill floors #243",2,1035
545,spitbrookrd&newcastledr,1493,relax in the sauna and melt the stress away,2,1000
546,nan,1450,great 2-bedroom apartment near downtown portsmouth,,
547,bedfordandstatestreetsmanchesternh,755,studio apartment for rent $755,,
548,nashua,1225,nashua 1 bedroom condo w/ in-ground pool  carport for rent,1,525
549,plaistow,975,clean - spacious - wood floors,1,
550,4-1deanavemanchesternh,2000,downtown manchester loft style condo,2,1500
551,keene/swanzey,1305,right next to beautiful mill pond,2,
552,manchester,950,2 bedroom apt. 205 wilson street,2,
553,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
554,salem,2450,housr for rent,,
555,19fstreet-unit#4,1100,furnished hampton beach 2 bedroom winter rentals - 19 f street,2,750
556,manchester,1580,"2 bed, full bath + master bath, heathotwater included, available now",2,1150
557,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
558,laconia,1500,make lilac valley estates your new home,3,
559,lebanon,2125,near dhmc - 3 bedroom townhouse - garage - fireplace -,3,1706
560,3countryclubdrmanchesternh,1875,fantastic river views  rivers edge 55+ community,2,1470
561,nan,1315,"storage, elegant clubroom, cozy breakfast nooks, play area",2,870
562,manchester,1145,bamboo flooring - granite counters - on site laundry -,1,600
563,"82thirdst,manchester",1429,★ huge 3 bedroom with full size washer/dryer,3,1355
564,portsmouth,2600,downtown portsmouth 3 bedroom duplex w/utilities,3,1750
565,19tahantostreet,825,apartment available at 19 tahanto street,550ft2,
566,concord,1500,apartment available at 56 school street,3,1200
567,"concord,",950,apartment at pinewood village,1,700
568,392centralave,1770,"available now must see above downtown, brick, 2 stories, 1.5 baths",2,
569,"milford,nashua,merrimack",7,scams,,
570,1newcastledr,1493,detached parking garages are available,2,1000
571,manchester,1370,"2 bedroom, 3rd floor, tile flooring, with balcony",2,
572,"99mammothrd.,hooksettnh",1589,sparkling updated 2 br condo for rent  hooksett hollows,2,1135
573,1850frontstmanchesternh,1850,"open house, saturday, november 17  regency west from 1pm to 3pm",2,1140
574,manchester,1580,"heathotwater included, pet friendly, laundry on the floor must see",2,1150
575,28eastridgedr.,2199,new construction extra large milford townhomes 3 br's,3,1885
576,salemnh,1300,large 2 bedroom,2,
577,manchester,1080,"studio remodeled, heat and hot water included",,
578,"4martinst,derry",1269,beautiful 2 br apartment in downtown derry heat/hw included,2,850
579,derry,1458,"1st floor with private balcony, only one left reserve it today",1,
580,manchester,1260,"1 bedroom, carpet, fully remodeled.",1,
581,"52eastridgedrive,milford",1689,new ridge at eastern trails apts super 2 br just became available,2,964
582,intervale,858,three bed room 3 1/2bath property intervale,3,1997
583,"80easternavenue,manchester",1299,dog friendly 2 br at sunset ridge amenity-rich community,2,833
584,pembroke,1250,duplex for rent,2,
585,manchester,1559,huge 1200 sq.ft. 2 br townhouse w/2-car garage for rent,2,1200
586,manchester,1289,spacious upscale 1 br on hanover w/private parking skylight  brick,1,840
587,chapelstreet,1650,3 bedroom townhouse- downtown newmarket - close to unh and bonus room,3,1500
588,6achapelstreetnewmarket,1650,large three bedroom townhouse for rent,3,1500
589,hamptonbeach,1300,2 br winter rental at the americana on ocean blv2,2,
590,"quechee,vt",2100,"modern vale townhome quechee, vermont",3,2500
591,nan,1250,spacious apartment in somersworth,3,
592,nan,1150,charming 2 bedroom apt in dover,2,
593,1marionlane,895,recently renovated 1 bedroom,1,
594,17madburyroad,985,"madbury commons 4 br, 4 person apartment- 2019-2020",4,
595,17madburyroad,1100,"6 br, 6 person apartment madbury commons- last unit",6,
596,21madburyroadunitn307,965,n307 madbury commons 2019-2020,3,
